"Symbol";"Side";"P&L";"Pips";"Size";"Fee";"Open Price";"Close Price";"Open Date";"Close Date";"Risk";"Drawdown";"Cash Drawdown";"Open Order";"Close Order"
"MES(DEC25)";"SELL";"75";"6";"10";"-1,5";"6709";"6707,5";"2025-10-16 10:48:18";"2025-10-16 10:49:22";"3,3";"5";"250";"35708279504";"35708288804"
"MES(DEC25)";"SELL";"225";"18";"10";"-1,5";"6714,5";"6710";"2025-10-16 10:44:25";"2025-10-16 10:45:11";"0,4";"2";"100";"35708264304";"35708269404"
"MES(DEC25)";"SELL";"350";"56";"5";"-0,75";"6726,5";"6712,5";"2025-10-16 10:34:36";"2025-10-16 10:43:46";"0,3";"4";"100";"35708231404";"35708262404"
"MES(DEC25)";"SELL";"343,75";"55";"5";"-0,75";"6726,5";"6712,75";"2025-10-16 10:34:36";"2025-10-16 10:43:46";"0,3";"4";"100";"35708231404";"35708262404"
"MES(DEC25)";"SELL";"0";"0";"2";"-0,3";"6719,25";"6719,25";"2025-10-16 10:28:22";"2025-10-16 10:29:23";"11,3";"2,25";"23";"35708192004";"35708198204"
"MES(DEC25)";"SELL";"2,5";"1";"2";"-0,3";"6719,5";"6719,25";"2025-10-16 10:28:22";"2025-10-16 10:29:23";"6,7";"2";"20";"35708192004";"35708198204"
"MES(DEC25)";"SELL";"5";"2";"2";"-0,3";"6719,75";"6719,25";"2025-10-16 10:28:22";"2025-10-16 10:29:23";"3,5";"1,75";"18";"35708192004";"35708198204"
"MES(DEC25)";"SELL";"3,75";"3";"1";"-0,15";"6720";"6719,25";"2025-10-16 10:28:22";"2025-10-16 10:29:23";"1,9";"1,5";"8";"35708192004";"35708198204"
"MES(DEC25)";"SELL";"-3,75";"-1";"3";"-0,45";"6719";"6719,25";"2025-10-16 10:28:22";"2025-10-16 10:29:23";"9,4";"2,5";"38";"35708192004";"35708198204"
"MES(DEC25)";"SELL";"-412,5";"-33";"10";"-1,5";"6728,5";"6736,75";"2025-10-16 08:53:14";"2025-10-16 09:24:09";"1,3";"10,5";"525";"35707795504";"35707971404"
