"Symbol";"Side";"P&L";"Pips";"Size";"Fee";"Open Price";"Close Price";"Open Date";"Close Date";"Risk";"Drawdown";"Cash Drawdown";"Open Order";"Close Order"
"MES(JUN25)";"SELL";"-105";"-84";"1";"-0,15";"5011,5";"5032,5";"2025-04-09 10:41:09";"2025-04-09 10:49:11";"1,2";"25,25";"126";"35554379304";"35554414104"
"MES(JUN25)";"BUY";"-123,75";"-99";"1";"-0,15";"5036";"5011,25";"2025-04-09 10:16:43";"2025-04-09 10:41:00";"1,1";"27,75";"139";"35554254904";"35554379204"
"MES(JUN25)";"SELL";"21,25";"17";"1";"-0,15";"5022,25";"5018";"2025-04-09 10:11:58";"2025-04-09 10:12:20";"0";"0";"0";"35554221704";"35554222604"
"MES(JUN25)";"SELL";"-65";"-52";"1";"-0,15";"5008,25";"5021,25";"2025-04-09 10:05:51";"2025-04-09 10:10:16";"1,5";"19,75";"99";"35554199304";"35554216804"
"MES(JUN25)";"BUY";"335";"134";"2";"-0,3";"4947,5";"4981";"2025-04-09 01:19:24";"2025-04-09 02:02:21";"0,7";"23,5";"235";"35552957704";"35552981404"
"MES(JUN25)";"SELL";"1,25";"1";"1";"-0,15";"5174";"5173,75";"2025-04-08 11:23:50";"2025-04-08 11:24:28";"0";"0";"0";"35552163404";"35552164904"
"MES(JUN25)";"SELL";"52,5";"42";"1";"-0,15";"5223";"5212,5";"2025-04-08 10:58:54";"2025-04-08 11:00:48";"0";"0";"0";"35552083804";"35552094404"
"MES(JUN25)";"SELL";"50";"40";"1";"-0,15";"5236,75";"5226,75";"2025-04-08 10:41:00";"2025-04-08 10:46:12";"0";"0";"0";"35552016204";"35552046704"
"MES(JUN25)";"SELL";"-13,75";"-11";"1";"-0,15";"5224";"5226,75";"2025-04-08 10:38:06";"2025-04-08 10:46:12";"5,4";"15";"75";"35552013104";"35552046704"
"MES(JUN25)";"SELL";"15";"12";"1";"-0,15";"5243,25";"5240,25";"2025-04-08 10:02:37";"2025-04-08 10:03:13";"0";"0";"0";"35551879704";"35551882304"
"MES(JUN25)";"SELL";"92,5";"37";"2";"-0,3";"5255,5";"5246,25";"2025-04-08 09:54:05";"2025-04-08 09:55:38";"0";"0";"0";"35551849404";"35551861204"
"MES(JUN25)";"SELL";"62,5";"50";"1";"-0,15";"5029,25";"5016,75";"2025-04-07 11:06:40";"2025-04-07 11:08:18";"0,2";"2,75";"14";"35549865504";"35549871504"
"MES(JUN25)";"BUY";"63,75";"51";"1";"-0,15";"5076,25";"5089";"2025-04-07 10:43:27";"2025-04-07 10:44:51";"0";"0";"0";"35549810004";"35549816004"
"MES(JUN25)";"SELL";"48,75";"39";"1";"-0,15";"4999,75";"4990";"2025-04-07 10:25:10";"2025-04-07 10:26:17";"0";"0";"0";"35549719804";"35549728104"
"MES(JUN25)";"SELL";"158,75";"127";"1";"-0,15";"5032,5";"5000,75";"2025-04-07 10:19:50";"2025-04-07 10:24:09";"0,8";"24,5";"123";"35549689504";"35549715604"
"MES(JUN25)";"BUY";"17,5";"7";"2";"-0,3";"5205";"5206,75";"2025-04-04 13:00:38";"2025-04-04 13:01:37";"0";"0";"0";"35547231504";"35547232904"
"MES(JUN25)";"BUY";"110";"44";"2";"-0,3";"5188,25";"5199,25";"2025-04-04 12:43:26";"2025-04-04 12:49:44";"1";"11,5";"115";"35547190204";"35547204204"
"MES(JUN25)";"BUY";"112,5";"45";"2";"-0,3";"5188";"5199,25";"2025-04-04 12:43:26";"2025-04-04 12:49:44";"1";"11,25";"113";"35547190204";"35547204204"
"MES(JUN25)";"BUY";"-452,5";"-181";"2";"-0,3";"5270";"5224,75";"2025-04-04 10:16:00";"2025-04-04 10:30:08";"1,2";"54,5";"545";"35546566804";"35546630704"
"MES(JUN25)";"SELL";"10";"8";"1";"-0,15";"5484,5";"5482,5";"2025-04-03 12:25:13";"2025-04-03 12:27:30";"1,5";"3";"15";"35544691104";"35544696204"
"MES(JUN25)";"SELL";"11,25";"9";"1";"-0,15";"5484,5";"5482,25";"2025-04-03 12:25:13";"2025-04-03 12:27:30";"1,4";"3";"15";"35544691104";"35544696204"
"MES(JUN25)";"SELL";"67,5";"27";"2";"-0,3";"5494,75";"5488";"2025-04-03 12:14:57";"2025-04-03 12:20:45";"0,3";"2,25";"23";"35544672404";"35544683504"
"MES(JUN25)";"SELL";"152,5";"61";"2";"-0,3";"5533,5";"5518,25";"2025-04-03 04:30:25";"2025-04-03 05:47:42";"0,5";"8";"80";"35543245804";"35543352804"
"MES(JUN25)";"SELL";"-102,5";"-41";"2";"-0,3";"5529,25";"5539,5";"2025-04-03 01:59:54";"2025-04-03 03:01:07";"1,8";"18,5";"185";"35543108404";"35543163304"
"MES(JUN25)";"SELL";"197,5";"79";"2";"-0,3";"5707";"5687,25";"2025-04-02 12:46:24";"2025-04-02 13:23:49";"0,1";"2,5";"25";"35542042904";"35542160304"
"MES(JUN25)";"SELL";"260";"52";"4";"-0,6";"5669,25";"5656,25";"2025-04-01 12:08:12";"2025-04-01 12:34:47";"0,3";"4,5";"90";"35540143904";"35540248004"
"MES(JUN25)";"SELL";"-137,5";"-55";"2";"-0,3";"5662";"5675,75";"2025-04-01 11:39:57";"2025-04-01 11:58:09";"1,2";"16,75";"168";"35540013704";"35540088904"
"MES(JUN25)";"BUY";"31,25";"25";"1";"-0,15";"5685,75";"5692";"2025-04-01 11:04:33";"2025-04-01 11:18:53";"0,5";"3,25";"16";"35539879704";"35539936404"
"MES(JUN25)";"SELL";"-67,5";"-54";"1";"-0,15";"5620,75";"5634,25";"2025-04-01 06:40:06";"2025-04-01 07:51:05";"1,1";"14,75";"74";"35539064904";"35539202904"
"MES(JUN25)";"SELL";"75";"60";"1";"-0,15";"5634,75";"5619,75";"2025-04-01 06:01:56";"2025-04-01 06:38:35";"0,3";"4,5";"23";"35539020804";"35539062804"
"MES(JUN25)";"SELL";"76,25";"61";"1";"-0,15";"5634,75";"5619,5";"2025-04-01 06:01:56";"2025-04-01 06:38:35";"0,3";"4,5";"23";"35539020804";"35539062804"
